,고유번호,회사명,종목코드,수정일
2597,00157104,대동전자,008110,20200525
2598,00990165,아세아시멘트,183190,20200227
2599,00340917,동원F&B,049770,20200409
2600,00302078,한국코퍼레이션,050540,20200506
2601,00326731,바이오니아,064550,20200506
2602,00266943,넥슨지티,041140,20200526
2603,00124540,대우건설,047040,20200526
2604,00249034,드림라인,035430,20200526
2605,00382199,신한지주,055550,20200525
2606,00117498,디피씨,026890,20200527
2607,01207761,디자인,227100,20200527
2608,00244747,파크시스템스,140860,20200227
2609,00493501,씨디네트웍스,073710,20200409
2610,00120526,롯데쇼핑,023530,20200511
2611,01276594,신한알파리츠,293940,20200526
2612,00992543,삼양옵틱스,225190,20200527
2613,00117276,네이처셀,007390,20200228
2614,00389998,브레인콘텐츠,066980,20200325
2615,00939687,동일고무벨트,163560,20200325
2616,00415707,엔텔스,069410,20200325
2617,00442145,아바코,083930,20200325
2618,00866594,미애부,225850,20200325
2619,01187458,에스알바이오텍,270210,20200325
2620,00525642,코오롱생명과학,102940,20200325
2621,00664048,우리넷,115440,20200325
2622,00693554,티케이케미칼,104480,20200325
2623,01014657,비즈니스온,138580,20200325
2624,01070857,켐온,217600,20200325
2625,01181807,까스텔바작,308100,20200325
2626,01245062,코오롱티슈진,950160,20200325
2627,01343920,유안타제4호스팩,313750,20200325
2628,00123152,보루네오가구,004740,20200228
2629,00149239,조일알미늄,018470,20200302
2630,00204226,소프트센,032680,20200302
2631,00405278,KG모빌리언스,046440,20200302
2632,00173944,우진,105840,20200302
2633,00927558,유바이오로직스,206650,20200302
2634,00993931,동양파일,228340,20200302
2635,00828497,한미약품,128940,20200302
2636,00638487,파수,150900,20200414
2637,00164645,HMM,011200,20200414
2638,00667425,에이팩트,200470,20200414
2639,00428729,대호에이엘,069460,20200414
2640,00535746,게임빌,063080,20200518
2641,00157399,한솔테크닉스,004710,20200521
2642,00348034,액토즈소프트,052790,20200526
2643,01086812,케미메디,205290,20200526
2644,01205709,현대중공업지주,267250,20200527
2645,00673301,전우정밀,120780,20200506
2646,00351375,뉴보텍,060260,20200507
2647,01388631,오션스톤,329020,20200507
2648,00151368,인터지스,129260,20200527
2649,01316254,효성첨단소재,298050,20200527
2650,00493431,자안,221610,20200528
2651,00495554,아이엠이연이,090740,20200528
2652,00349097,케이티스카이라이프,053210,20200529
2653,00232007,상지카일룸,042940,20200228
2654,01157235,아스타,246720,20200327
2655,00399694,아프리카TV,067160,20200507
2656,00523307,다원시스,068240,20200508
2657,00369170,인터플렉스,051370,20200504
2658,00152686,코리아써키트,007810,20200504
2659,00109019,대구은행,005270,20200414
2660,00117230,동양물산기업,002900,20200511
2661,00990819,래몽래인,200350,20200525
2662,00447575,제이앤티씨,204270,20200527
2663,00842585,네이블커뮤니케이션즈,153460,20200527
2664,00123772,부국증권,001270,20200527
2665,00480756,이트론,096040,20200529
2666,00540429,휴림로봇,090710,20200529
2667,00265041,KCI,036670,20200330
2668,00165361,휴코드,036840,20200313
2669,00207755,GS홈쇼핑,028150,20200316
2670,00961507,이더블유케이,258610,20200316
2671,01336391,엔에이치스팩13호,310840,20200318
2672,00126256,삼성생명,032830,20200320
2673,00126292,삼성카드,029780,20200320
2674,00158501,에스원,012750,20200320
2675,00161046,한독,002390,20200320
2676,00164742,현대자동차,005380,20200320
2677,00400857,에이블씨엔씨,078520,20200320
2678,00544452,이리츠코크렙,088260,20200320
2679,00455112,GV,045890,20200511
2680,00370006,iMBC,052220,20200525
2681,00442455,코스나인,082660,20200525
2682,00641171,모바일리더,100030,20200525
2683,00149655,삼성물산,028260,20200525
2684,00113225,대한제강,084010,20200525
2685,00115676,KG동부제철,016380,20200525
2686,00366137,KG ETS,151860,20200525
2687,00480048,모다이노칩,080420,20200525
2688,01032486,두산밥캣,241560,20200525
2689,00126566,한화에어로스페이스,012450,20200527
2690,00125576,체시스,033250,20200527
2691,00946030,로보티즈,108490,20200228
2692,01195828,대원모방,311840,20200228
2693,00144720,유양디앤유,011690,20200402
2694,00176516,금화피에스시,036190,20200402
2695,00261355,레드캡투어,038390,20200402
2696,00359395,헬릭스미스,084990,20200402
2697,00366942,미코,059090,20200402
2698,01128613,화승엔터프라이즈,241590,20200324
2699,00159731,글로본,019660,20200511
2700,01148909,휴럼,284420,20200512
2701,00159573,한국주철관공업,000970,20200525
2702,00490090,이지케어텍,099750,20200526
2703,00300557,위니아딤채,071460,20200526
2704,00171265,파라다이스,034230,20200526
2705,00857480,사람인에이치알,143240,20200228
2706,01060744,한솔제지,213500,20200507
2707,00136004,신라에스지,025870,20200226
2708,00445160,디이엔티,079810,20200402
2709,00820352,파인텍,131760,20200402
2710,00255619,강원랜드,035250,20200406
2711,00349811,W홀딩컴퍼니,052300,20200429
2712,00361266,네스엠,056000,20200429
2713,01109690,도부마스크,227420,20200429
2714,00254045,우리은행,000030,20200408
2715,00126414,삼성제약,001360,20200421
2716,01412725,두산퓨얼셀,336260,20200421
2717,00942131,앤디포스,238090,20200304
2718,00124197,세아제강지주,003030,20200304
2719,00494476,이녹스,088390,20200306
2720,00821607,알톤스포츠,123750,20200306
2721,01326792,상상인이안1호스팩,307870,20200226
2722,00118284,동일금속,109860,20200227
2723,00870481,에코캡,128540,20200228
2724,00963976,SG,255220,20200511
2725,01267967,마이크로디지탈,305090,20200313
2726,00154462,아모레퍼시픽그룹,002790,20200512
2727,00154392,에스트라,016570,20200512
2728,00216434,체리부로,066360,20200528
2729,00241209,모아텍,033200,20200528
2730,00631518,SK이노베이션,096770,20200528
2731,00659815,금오하이텍,165270,20200227
2732,00112457,대주산업,003310,20200401
2733,00415628,세진중공업,075580,20200401
2734,00533003,디케이락,105740,20200511
2735,00355089,토탈소프트,045340,20200511
2736,00104120,광진실업,026910,20200511
2737,00167280,폴루스바이오팜,007630,20200512
2738,00961136,씨티네트웍스,189540,20200512
2739,00659976,영화테크,265560,20200309
2740,00174527,화성산업,002460,20200316
2741,00116356,동성화학,005190,20200227
2742,00893923,이푸른,185280,20200228
2743,00369833,유니온머티리얼,047400,20200407
2744,01042979,휴마시스,205470,20200407
2745,00763473,코스메카코리아,241710,20200228
2746,00526599,덴티움,145720,20200401
2747,00681142,쌍방울,102280,20200401
2748,00204642,티비씨,033830,20200401
2749,00256715,국순당,043650,20200401
2750,00838500,엘브이엠씨,900140,20200401
2751,00359076,브리지텍,064480,20200401
2752,00367604,SM Life Design,063440,20200401
2753,00389970,다날,064260,20200401
2754,00478900,빅솔론,093190,20200401
2755,00923899,스타모빌리티,158310,20200401
2756,00938688,SBI핀테크솔루션즈,950110,20200401
2757,01309795,알로이스,297570,20200512
2758,00259590,바른손이앤에이,035620,20200513
2759,00398792,S&T모티브,064960,20200417
2760,00234412,신세계인터내셔날,031430,20200417
2761,00258801,카카오,035720,20200403
2762,00161860,한성기업,003680,20200317
2763,00925189,신화콘텍,187270,20200528
2764,00965062,코셋,189350,20200227
2765,01003040,케이사인,192250,20200227
2766,01139497,에스제이켐,217910,20200228
2767,00121039,명문제약,017180,20200228
2768,00264671,세중,039310,20200421
2769,00260930,에스엠,041510,20200417
2770,00683007,엑스큐어,070300,20200514
2771,00149293,신한은행,000010,20200325
2772,00176792,오렌지라이프생명보험,079440,20200326
2773,00159290,한국아트라스비엑스,023890,20200528
2774,00520610,씨큐브,101240,20200227
2775,01113754,오션브릿지,241790,20200227
2776,00115384,동방아그로,007590,20200409
2777,00160843,DB하이텍,000990,20200409
2778,00134510,세종공업,033530,20200507
2779,01205329,크라운제과,264900,20200423
2780,00238199,로지시스,067730,20200514
2781,00120508,롯데푸드,002270,20200514
2782,00415594,동국S&C,100130,20200529
2783,00540605,이월드,084680,20200529
2784,00925295,에프엔씨엔터,173940,20200228
2785,00585219,세원셀론텍,091090,20200406
2786,00230036,드래곤플라이,030350,20200421
2787,00110750,리더스 기술투자,019570,20200514
2788,01371312,케이비제18호스팩,323940,20200514
2789,01393299,케이비제19호스팩,330990,20200514
2790,01136348,나무기술,242040,20200227
2791,00235147,에스모,073070,20200227
2792,00173449,경남바이오파마,044480,20200416
2793,00346911,아이톡시,052770,20200416
2794,00350048,오성첨단소재,052420,20200416
2795,00530796,미성포리테크,094700,20200228
2796,00113207,대한전선,001440,20200228
2797,00489243,동아엘텍,088130,20200228
2798,00578538,티피씨글로벌,130740,20200423
2799,00264547,KG이니시스,035600,20200513
2800,00128926,삼현철강,017480,20200228
2801,00343127,자유투어,046840,20200228
2802,00114808,동국제약,086450,20200428
2803,00776820,영원무역,111770,20200513
2804,00233653,한국토지신탁,034830,20200422
2805,00110875,대신정보통신,020180,20200514
2806,00266952,네오위즈홀딩스,042420,20200305
2807,00133663,세동,053060,20200511
2808,00298687,한류타임즈,039670,20200529
2809,00875307,야스,255440,20200227
2810,00657002,에이디테크놀로지,200710,20200304
2811,01063954,수젠텍,253840,20200304
2812,00488402,서울바이오시스,092190,20200306
2813,00126089,대유플러스,000300,20200507
2814,00351454,큐브앤컴퍼니,043090,20200424
2815,00108241,농심,004370,20200511
2816,00146269,일신방직,003200,20200420
2817,01059605,디와이파워,210540,20200522
2818,00256502,에이텍,045660,20200529
2819,01182240,배럴,267790,20200227
2820,00899556,제룡산업,147830,20200227
2821,00121932,미원상사,002840,20200325
2822,00121507,무림SP,001810,20200325
2823,00156488,휴스틸,005010,20200420
2824,00397243,티에스엠텍,066350,20200507
2825,00148276,제일기획,030000,20200228
2826,00602136,디와이피엔에프,104460,20200424
2827,00308559,코디,080530,20200428
2828,00363592,한컴위드,054920,20200410
2829,00435312,하이스틸,071090,20200514
2830,00537337,앤씨앤,092600,20200422
2831,00136165,스페코,013810,20200325
2832,00137915,에스엠코어,007820,20200325
2833,00140061,정산애강,022220,20200325
2834,00150439,진양산업,003780,20200325
2835,00173591,세원물산,024830,20200325
2836,00164830,한국조선해양,009540,20200325
2837,00223434,에프에스티,036810,20200325
2838,00261656,잉크테크,049550,20200325
2839,00287788,정상제이엘에스,040420,20200325
2840,00403632,현대에이치씨엔,126560,20200325
2841,00161426,한미사이언스,008930,20200421
2842,00609315,멜파스,096640,20200421
2843,00173698,신일전자,002700,20200421
2844,00578130,아퓨어스,149300,20200421
2845,00353762,키이스트,054780,20200429
2846,01255652,레이크머티리얼즈,281740,20200511
2847,00604815,에스디시스템,121890,20200410
2848,01189438,노터스,278650,20200410
2849,00671437,파인넥스,123260,20200410
2850,00125488,삼륭물산,014970,20200410
2851,01153293,제이엘케이,322510,20200713
2852,00203315,제이콘텐트리,036420,20200713
2853,00159786,유니드,014830,20200713
2854,00656951,이지웰,090850,20200615
2855,00347716,센트럴바이오,051980,20200714
2856,00247975,솔브레인홀딩스,036830,20200714
2857,00787376,대성에너지,117580,20200714
2858,00126788,삼아제약,009300,20200714
2859,00249894,테라젠이텍스,066700,20200624
2860,00191287,대동금속,020400,20200715
2861,00109310,대동기어,008830,20200715
2862,00127909,삼일,032280,20200715
2863,00110547,넥상스코리아,003050,20200716
2864,00276083,스카이문스테크놀로지,033790,20200716
2865,00304915,코리아에셋투자증권,190650,20200609
2866,00814786,스카이이앤엠,131100,20200609
2867,00861100,아이케이세미콘,149010,20200609
2868,01042429,액션스퀘어,205500,20200611
2869,00120030,GS건설,006360,20200602
2870,00126955,삼양식품,003230,20200609
2871,00357935,HDC현대EP,089470,20200609
2872,00447007,알리코제약,260660,20200609
2873,00260611,크로바하이텍,043590,20200716
2874,00911955,잇츠한불,226320,20200717
2875,00660291,옵티시스,109080,20200717
2876,00267854,메디앙스,014100,20200720
2877,00152260,카스,016920,20200720
2878,00299464,초록뱀,047820,20200604
2879,00195229,휠라홀딩스,081660,20200623
2880,01036446,서연이화,200880,20200615
2881,00133706,세하,027970,20200616
2882,01135941,원익IPS,240810,20200609
2883,01394669,대신밸런스제7호스팩,332290,20200609
2884,01407909,대신밸런스제8호스팩,336570,20200609
2885,00107677,남영비비안,002070,20200721
2886,00367455,현우산업,092300,20200721
2887,00102681,고려개발,004200,20200721
2888,00604426,인터로조,119610,20200721
2889,01060814,삼양패키징,272550,20200723
2890,01353848,이노벡스,279060,20200629
2891,00300548,현대리바트,079430,20200629
2892,00361008,HSD엔진,082740,20200629
2893,01208849,나인테크,267320,20200617
2894,00260569,유니셈,036200,20200617
2895,00273615,비케이탑스,030790,20200610
2896,00445841,한컴MDS,086960,20200610
2897,00786331,에스앤씨엔진그룹,900080,20200610
2898,01327092,라닉스,317120,20200610
2899,00106641,기아자동차,000270,20200611
2900,00230814,OQP,078590,20200611
2901,00122339,이매진아시아,036260,20200707
2902,00261957,한국정보공학,039740,20200707
2903,00299358,해덕파워웨이,102210,20200707
2904,00357607,케이피티유,054410,20200707
2905,00147994,새로닉스,042600,20200630
2906,00580199,메디톡스,086900,20200630
2907,00525679,차바이오텍,085660,20200615
2908,00158307,롯데하이마트,071840,20200615
2909,00146542,일정실업,008500,20200615
2910,00166500,화천기계,010660,20200616
2911,01243550,아이비케이에스제7호기업인수목적,276920,20200618
2912,00128971,대림건설,001880,20200709
2913,00136095,조은저축은행,031920,20200709
2914,00369657,리노공업,058470,20200709
2915,00301246,SFA반도체,036540,20200709
2916,00140566,한탑,002680,20200709
2917,00123541,보해양조,000890,20200710
2918,00124151,부산주공,005030,20200701
2919,01480568,이지바이오,353810,20200701
2920,00583026,율호,072770,20200618
2921,00136721,신영증권,001720,20200622
2922,01166109,예선테크,250930,20200622
2923,01440153,IBKS제14호스팩,351320,20200622
2924,00523936,엘이티,297890,20200622
2925,00400060,이씨에스,067010,20200622
2926,01165155,모비스,250060,20200715
2927,00148461,제일연마,001560,20200715
2928,00216762,한양이엔지,045100,20200701
2929,00203290,한국콜마홀딩스,024720,20200702
2930,00610490,비디아이,148140,20200706
2931,01407158,신한제6호스팩,333050,20200706
2932,00961570,신도기연,290520,20200706
2933,00156895,아주IB투자,027360,20200622
2934,00860730,에이리츠,140910,20200622
2935,00129411,삼환기업,000360,20200622
2936,00221728,하츠,066130,20200622
2937,00122898,벽산,007210,20200622
2938,00402989,코스온,069110,20200623
2939,00392691,젬백스링크,064800,20200624
2940,00990396,뿌리깊은나무들,266170,20200624
2941,01293388,무진메디,322970,20200624
2942,00689418,지와이커머스,111820,20200716
2943,00103176,흥국화재,000540,20200701
2944,00397252,조이시티,067000,20200706
2945,01032583,고려시멘트,198440,20200713
2946,00173740,신한,005450,20200630
2947,00122205,바른손,018700,20200630
2948,00180865,엔에스엔,031860,20200630
2949,00977696,파티게임즈,194510,20200630
2950,00450339,에스에프씨,112240,20200630
2951,00113058,한화생명,088350,20200630
2952,00670340,씨에스윈드,112610,20200701
2953,01066030,드림티엔터테인먼트,220110,20200713
2954,00201450,SK렌터카,068400,20200713
2955,00148595,제일테크노스,038010,20200713
2956,00197476,코엔텍,029960,20200713
2957,00264635,에스넷,038680,20200713
2958,00203847,국일신동,060480,20200720
2959,00118275,디아이,003160,20200720
2960,00159810,카프로,006380,20200720
2961,01115044,안지오랩,251280,20200706
2962,00218052,국제엘렉트릭코리아,053740,20200723
2963,00148522,퍼스텍,010820,20200706
2964,00626011,아이텍,119830,20200707
2965,00152729,광전자,017900,20200707
2966,00410739,필로시스헬스케어,057880,20200707
2967,00191588,삼원강재,023000,20200707
2968,00372688,옴니텔,057680,20200708
2969,00116426,코센,009730,20200708
2970,00152127,심텍홀딩스,036710,20200709
2971,01095722,심텍,222800,20200709
2972,01228515,지엔원에너지,270520,20200709
2973,00277736,한일네트웍스,046110,20200709
2974,00361725,에스케이커뮤니케이션즈,066270,20200602
2975,00172228,엔케이,085310,20200602
2976,00129989,코스모신소재,005070,20200602
2977,00258102,지엔코,065060,20200608
2978,00117382,디와이홀딩스,004510,20200609
2979,00150828,진흥기업,002780,20200609
2980,00390903,우주일렉트로,065680,20200603
2981,00232821,라이브파이낸셜,036170,20200604
2982,00134316,세원정공,021820,20200605
2983,00103130,엔케이물산,009810,20200624
2984,00307028,경남제약,053950,20200625
2985,00117212,두산,000150,20200625
2986,01043853,엔터메이트,206400,20200610
2987,00171636,한솔홀딩스,004150,20200618
2988,00596677,매커스,093520,20200604
2989,00678096,맥스로텍,141070,20200604
2990,00327396,옵트론텍,082210,20200604
2991,00109587,대륙제관,004780,20200702
2992,00242378,이지홀딩스,035810,20200703
2993,00526447,동북아12호선박투자회사,083370,20200623
2994,00245898,에이앤티앤,050320,20200623
2995,00923826,유테크,178780,20200623
2996,01013694,인카금융서비스,211050,20200623
2997,01063237,플럼라인생명과학,222670,20200623
2998,01084364,엔지스테크널러지,208860,20200604
2999,00109189,대덕,008060,20200715
3000,00128980,삼호개발,010960,20200715
3001,00166333,이노와이즈,086250,20200715
3002,00146560,일지테크,019540,20200715
3003,01016886,테크엔,308700,20200715
3004,00217743,화성밸브,039610,20200715
3005,00258421,기산텔레콤,035460,20200715
3006,00816696,큐엠씨,136660,20200716
3007,01214248,뉴트리,270870,20200608
3008,00121288,모나미,005360,20200608
3009,00210980,원익,032940,20200609
3010,00255141,글로앤웰,035480,20200717
3011,01139035,티에스아이,277880,20200722
3012,01130885,바이오인프라생명과학,266470,20200722
3013,00435297,맥쿼리인프라,088980,20200715
3014,01440481,IBKS제13호스팩,351340,20200715
3015,00235183,에이치케이,044780,20200715
3016,00107224,남선알미늄,008350,20200715
3017,00103635,광림,014200,20200609
3018,01062177,제놀루션,225220,20200724
3019,00441243,형지엘리트,093240,20200610
3020,00138303,쌍용정보통신,010280,20200716
3021,00244561,인터파크,035080,20200716
3022,01075126,경남제약헬스케어,223310,20200716
3023,00598587,인터파크,108790,20200716
3024,00604268,에이프로,262260,20200716
3025,00172185,남성,004270,20200716
3026,01061558,덕산네오룩스,213420,20200716
3027,01031502,디오스텍,196450,20200717
3028,00971090,샘코,263540,20200714
3029,00601641,리드,197210,20200721
3030,00136925,신원종합개발,017000,20200603
3031,01091382,한류AI센터,222810,20200616
3032,00317210,성호전자,043260,20200616
3033,00495086,픽셀플러스,087600,20200611
3034,00136341,신성통상,005390,20200612
3035,00843830,카이노스메드,220250,20200611
3036,00660033,씨엔플러스,115530,20200611
3037,00991298,씨이랩,189330,20200612
3038,00356839,중앙오션,054180,20200603
3039,00627029,ITX엠투엠,099520,20200603
3040,00522007,크리스에프앤씨,110790,20200604
3041,00171867,에스씨디,042110,20200615
3042,00803425,코리아에프티,123410,20200616
3043,00508344,SK디앤디,210980,20200616
3044,00624509,디바이스이엔지,187870,20200616
3045,00117072,동양건설산업,005900,20200612
3046,00441304,가온미디어,078890,20200615
3047,00138598,아비코전자,036010,20200615
3048,00115694,DB금융투자,016610,20200605
3049,00124090,한국특수형강,007280,20200608
3050,00767460,PI첨단소재,178920,20200608
3051,00593032,LF,093050,20200617
3052,00389387,라임,065160,20200622
3053,00364795,레드로버,060300,20200624
3054,01394377,이지스밸류플러스리츠,334890,20200717
3055,00367695,케이알피앤이,060900,20200720
3056,01187865,앙츠,267810,20200720
3057,00596260,투비소프트,079970,20200720
3058,00100601,강원,114190,20200612
3059,00226352,케이엠더블유,032500,20200626
3060,00162832,한일단조,024740,20200710
3061,00174004,유성기업,002920,20200701
3062,00228059,휴온스글로벌,084110,20200701
3063,00647935,하나유비에스암바토비니켈해외자원개발2호,099350,20200701
3064,00347062,SK바이오랜드,052260,20200701
3065,00647883,하나유비에스암바토비니켈해외자원개발1호,099340,20200701
3066,01068348,러셀,217500,20200701
3067,01110474,에스씨엠생명과학,298060,20200701
3068,01250374,에스에스알,275630,20200701
3069,01263527,카이노스메드,284620,20200701
3070,01275665,리메드,302550,20200701
3071,00130879,서울식품공업,004410,20200608
3072,00159209,한전기술,052690,20200616
3073,00168331,국동,005320,20200616
3074,00447502,바이오톡스텍,086040,20200710
3075,00551920,네오팜,092730,20200713
3076,00159412,한국제지,002300,20200713
3077,00632845,노랑풍선,104620,20200713
3078,01335578,애니플러스,310200,20200713
3079,01413371,단디바이오,343090,20200713
3080,01442115,소마젠,950200,20200713
3081,01026616,유투바이오,221800,20200713
3082,00103015,고려제약,014570,20200701
3083,01109937,티앤알바이오팹,246710,20200702
3084,00977650,엔케이맥스,182400,20200702
3085,01042650,큐리언트,115180,20200702
3086,00994994,나노,187790,20200702
3087,00486875,우양,103840,20200702
3088,00565215,굿센,243870,20200703
3089,00158316,NICE,034310,20200617
3090,00205687,글로스퍼랩스,032860,20200617
3091,01453670,엔에이치스팩16호,353190,20200617
3092,00989327,엘피케이로보틱스,183350,20200617
3093,00816544,토니모리,214420,20200617
3094,00155258,포스코강판,058430,20200617
3095,00694942,이미지스,115610,20200619
3096,00978075,옐로페이,179720,20200619
3097,00806972,매직마이크로,127160,20200619
3098,01047707,바이오로그디바이스,208710,20200619
3099,01034730,크로넥스,215570,20200713
3100,01011872,엔에스엠,238170,20200713
3101,00650629,SBS미디어홀딩스,101060,20200706
3102,00665676,아시아경제,127710,20200706
3103,00606770,참좋은여행,094850,20200706
3104,00347877,이에스에이,052190,20200619
3105,00454399,이상네트웍스,080010,20200619
3106,01478712,대덕전자,353200,20200715
3107,01021666,덕산테코피아,317330,20200716
3108,01022902,애드바이오텍,179530,20200716
3109,00152589,코리아나,027050,20200706
3110,00331016,에프앤가이드,064850,20200721
3111,00128555,삼천리,004690,20200707
3112,00620868,아이티센,124500,20200707
3113,00186559,콤텍시스템,031820,20200707
3114,00267979,한일화학,007770,20200707
3115,00447609,비에이치,090460,20200707
3116,00125080,AK홀딩스,006840,20200629
3117,00136101,메이슨캐피탈,021880,20200629
3118,00139454,애경산업,018250,20200629
3119,00369213,리노스,039980,20200629
3120,00555874,제주항공,089590,20200629
3121,00530413,코디엠,224060,20200629
3122,00936787,애경유화,161000,20200629
3123,00547510,툴젠,199800,20200629
3124,01025644,강스템바이오텍,217730,20200630
3125,00191472,KPX케미칼,025000,20200722
3126,00297095,나라엠앤디,051490,20200722
3127,00818472,이큐셀,160600,20200703
3128,01262032,롯데정보통신,286940,20200722
3129,00587466,KPX홀딩스,092230,20200722
3130,00166573,환인제약,016580,20200722
3131,01179608,포인트엔지니어링,256630,20200710
3132,00185046,SM C&C,048550,20200710
3133,00872452,에이치엔티,176440,20200703
3134,01186671,바이오시네틱스,281310,20200707
3135,00334624,팍스넷,038160,20200708
3136,00112332,미래에셋생명,085620,20200709
3137,00188973,화일약품,061250,20200709
3138,00673976,지스마트글로벌,114570,20200709
3139,00552992,진매트릭스,109820,20200713
3140,00526836,미래나노텍,095500,20200713
3141,00141282,에이치디씨영창,001890,20200713
3142,00131780,SK네트웍스,001740,20200601
3143,00104810,대명소노시즌,007720,20200601
3144,00905316,하이골드3호,153360,20200601
3145,00125725,포비스티앤씨,016670,20200601
3146,00348292,한빛소프트,047080,20200601
3147,00954242,하이골드12호,172580,20200601
3148,00609485,웅진에너지,103130,20200601
3149,00140177,GS리테일,007070,20200618
3150,00153393,태광산업,003240,20200602
3151,00169215,에너토크,019990,20200602
3152,00220109,솔고바이오,043100,20200602
3153,00838962,알서포트,131370,20200602
3154,01185566,블러썸엠앤씨,263920,20200602
3155,00226228,한프,066110,20200615
3156,01190124,미디어젠,279600,20200615
3157,00137234,모베이스전자,012860,20200702
3158,00878696,에스케이바이오팜,326030,20200702
3159,00877174,마크로밀엠브레인,169330,20200702
3160,00238977,화진,134780,20200702
3161,00194947,한전산업,130660,20200703
3162,00781202,뉴프라이드,900100,20200703
3163,01174038,자비스,254120,20200703
3164,01247918,한화에이스기업인수목적4호,279410,20200703
3165,00765851,위더스제약,330350,20200703
3166,00356802,큐렉소,060280,20200703
3167,01099667,에스디생명공학,217480,20200721
3168,00131850,SK증권,001510,20200615
3169,00531078,유비온,084440,20200615
3170,00173661,에스지신성건설,001970,20200623
3171,00159102,DB손해보험,005830,20200709
3172,01257526,한국제6호기업인수목적,281410,20200727
3173,00364111,다이노나,086080,20200727
3174,01214743,더네이쳐홀딩스,298540,20200727
3175,00565154,이노션,214320,20200602
3176,00110893,대신증권,003540,20200722
3177,00445054,하나마이크론,067310,20200701
3178,01105621,마이크로텍,227950,20200714
3179,00352718,소리바다,053110,20200714
3180,00606886,엔지켐생명과학,183490,20200604
3181,00159005,생고뱅코리아홀딩스,002000,20200723
3182,00297989,오르비텍,046120,20200604
3183,00611286,티케이씨,191600,20200604
3184,00360674,코위버,056360,20200604
3185,01051472,젠큐릭스,229000,20200625
3186,01418260,폭스소프트,354230,20200625
3187,00545929,제넥신,095700,20200625
3188,00896753,스킨앤스킨,159910,20200701
3189,01160512,헝셩그룹,900270,20200707
3190,00937324,한국타이어앤테크놀로지,161390,20200626
3191,00391197,메디프론,065650,20200626
3192,00995993,캔서롭,180400,20200626
3193,00364254,알티캐스트,085810,20200629
3194,00608802,텔콘RF제약,200230,20200707
3195,00185222,크린앤사이언스,045520,20200707
3196,00757816,모다,149940,20200710
3197,00147772,정원엔시스,045510,20200717
3198,01187494,덴티스,261200,20200717
3199,00362201,세운메디칼,100700,20200717
3200,00599887,신텍,099660,20200720
3201,00688358,하이즈항공,221840,20200721
3202,01251577,휴네시온,290270,20200722
3203,00108065,쎌마테라퓨틱스,015540,20200723
3204,01046203,화이브라더스코리아,204630,20200723
3205,01144569,명성티엔에스,257370,20200723
3206,01236532,엔에이치스팩12호,273060,20200723
3207,01359815,하나금융13호스팩,320000,20200723
3208,01050738,솔트룩스,304100,20200723
3209,01419384,하나금융16호스팩,343510,20200723
3210,00164724,현대엘리베이터,017800,20200723
3211,00257149,에이프런티어,036180,20200723
3212,01035678,와이제이엠게임즈,193250,20200724
3213,00625942,아이원스,114810,20200724
